연도,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,GS,Wgs,Wgr,GF,SVO,TS,GDP,GO,AO,GO/AO
2008,마일영,우리,3.49,28,11,11,0,0,0.5,173,155,11,57,12,83,77,67,1.23,1,0,19,0,712,2658,0.244,21,4,6,1,0,4,0,28,11,0,1,0,0,25,243,156,1.56
2008,장원준,롯데,3.53,26,12,10,0,0,0.545,155+2/3,162,12,54,4,102,75,61,1.39,4,1,13,0,675,2488,0.27,22,0,10,7,4,5,0,26,12,0,4,0,0,15,182,161,1.13
2008,송승준,롯데,3.76,26,12,7,0,0,0.632,153+1/3,154,7,70,6,114,78,64,1.46,2,1,14,0,663,2521,0.268,24,2,9,3,3,6,0,26,12,0,2,0,0,19,162,148,1.09
2008,윤성환,삼성,3.92,35,10,11,0,2,0.476,135+1/3,132,8,45,7,102,66,59,1.31,0,0,7,0,580,2241,0.256,24,3,5,7,0,3,0,24,8,2,4,1,0,7,121,168,0.72
2008,옥스프링,LG,3.93,29,10,10,0,0,0.5,174,182,12,77,12,110,83,76,1.49,1,0,13,0,767,2915,0.275,36,4,9,6,0,6,0,28,10,0,1,0,0,13,192,184,1.04
2008,송진우,한화,4.48,31,6,8,0,2,0.429,132+2/3,141,13,62,6,73,72,66,1.53,1,0,6,0,582,2240,0.284,18,1,12,5,1,0,0,25,5,1,1,3,0,24,164,124,1.32
2008,랜들,두산,4.48,29,9,9,0,0,0.5,150+2/3,171,15,49,9,101,78,75,1.46,0,0,12,0,664,2563,0.292,38,3,14,6,2,3,2,29,9,0,0,0,0,8,134,186,0.72
2008,정민철,한화,5.23,25,6,10,0,0,0.375,127+1/3,144,13,40,5,56,78,74,1.45,0,0,8,0,554,2023,0.294,19,3,14,5,0,3,0,25,6,0,0,0,0,10,140,154,0.91
2009,김광현,SK,2.8,21,12,2,0,0,0.857,138+1/3,121,14,53,4,112,46,43,1.26,1,0,16,0,568,2199,0.239,11,2,4,0,1,8,0,21,12,0,1,0,0,17,138,136,1.01
2009,전병두,SK,3.11,49,8,4,8,1,0.667,133+1/3,114,13,48,2,136,50,46,1.22,0,0,2,1,554,2198,0.232,13,1,9,4,7,11,1,11,2,6,20,10,0,6,129,116,1.11
2009,로페즈,KIA,3.12,29,14,5,0,0,0.737,190+1/3,200,6,41,10,129,83,66,1.27,4,0,18,0,802,2930,0.271,40,3,7,7,0,3,0,26,14,0,7,0,0,16,251,164,1.53
2009,송은범,SK,3.13,31,12,3,0,0,0.8,149+1/3,155,17,49,5,103,59,52,1.37,1,0,12,0,637,2468,0.269,23,3,4,3,0,4,0,29,12,0,1,0,0,16,187,134,1.4
2009,양현종,KIA,3.15,29,12,5,0,1,0.706,148+2/3,133,14,58,2,139,55,52,1.28,0,0,13,0,627,2491,0.238,28,3,6,3,0,3,0,24,12,0,0,2,0,10,142,147,0.97
2009,구톰슨,KIA,3.24,26,13,4,0,0,0.765,161+1/3,149,15,46,8,95,61,58,1.21,0,0,13,0,667,2476,0.246,26,5,7,1,2,0,0,25,13,0,0,0,0,16,198,164,1.21
2009,봉중근,LG,3.29,26,11,12,0,0,0.478,172+1/3,160,13,57,14,127,70,63,1.26,0,0,19,0,719,2789,0.254,22,0,14,3,0,7,0,26,11,0,0,0,0,23,205,142,1.44
2009,류현진,한화,3.57,28,13,12,0,0,0.52,189+1/3,180,19,67,2,188,80,75,1.3,4,2,17,0,793,3064,0.254,28,0,12,3,3,4,1,27,12,1,4,0,0,22,218,126,1.73
2009,조정훈,롯데,4.05,27,14,9,0,0,0.609,182+1/3,189,23,53,7,175,97,82,1.33,2,2,16,0,784,2664,0.264,38,3,6,2,3,11,0,27,14,0,2,0,0,14,210,144,1.46
2009,장원준,롯데,4.15,28,13,8,0,0,0.619,162+2/3,175,16,82,6,108,83,75,1.58,1,1,12,0,727,2693,0.285,32,0,17,7,5,4,0,28,13,0,1,0,0,19,181,158,1.15
2009,이현승,히어로즈,4.18,30,13,10,0,0,0.565,170,161,25,66,5,120,84,79,1.34,0,0,16,0,716,2815,0.253,27,1,7,2,1,1,1,29,13,0,1,0,0,18,194,163,1.19
2009,윤성환,삼성,4.32,30,14,5,0,0,0.737,166+2/3,163,19,34,10,131,83,80,1.18,2,0,15,0,690,2654,0.257,29,4,6,6,0,3,0,28,13,1,2,0,0,6,143,203,0.7
2009,크루세타,삼성,4.36,30,9,10,0,0,0.474,157,134,11,109,6,127,90,76,1.55,1,1,14,0,700,2760,0.238,25,4,16,5,1,19,0,30,9,0,1,0,0,13,176,132,1.33
2009,송승준,롯데,4.72,29,13,8,0,0,0.619,167+2/3,175,25,68,8,104,92,88,1.45,3,3,13,0,735,2732,0.272,33,2,10,4,4,10,0,29,13,0,3,0,0,16,149,220,0.68
2009,김선우,두산,5.11,29,11,10,0,0,0.524,148,176,18,48,6,89,93,84,1.51,0,0,8,0,649,2465,0.301,31,4,7,3,0,10,0,29,11,0,0,0,0,17,204,118,1.73
2009,안영명,한화,5.18,26,11,8,0,0,0.579,140+2/3,148,34,45,7,87,88,81,1.37,0,0,7,0,609,2381,0.27,24,1,5,3,1,3,0,26,11,0,0,0,0,10,149,168,0.89
2010,류현진,한화,1.82,25,16,4,0,0,0.8,192+2/3,149,11,45,9,187,42,39,1.01,5,3,23,0,756,2834,0.22,25,0,21,4,2,6,1,25,16,0,5,0,0,14,193,152,1.27
2010,김광현,SK,2.37,31,17,7,0,0,0.708,193+2/3,153,13,84,5,183,56,51,1.22,2,1,20,0,797,3129,0.221,22,1,14,1,1,13,0,30,16,1,2,0,0,19,230,128,1.8
2010,카도쿠라,SK,3.22,30,14,7,0,0,0.667,153+2/3,146,14,52,6,143,65,55,1.29,0,0,15,0,647,2510,0.255,16,1,14,2,2,11,0,27,13,1,0,1,0,15,144,142,1.01
2010,히메네스,두산,3.32,27,14,5,0,0,0.737,152,139,7,62,9,87,65,56,1.32,1,0,15,1,654,2512,0.247,17,3,15,6,0,5,0,26,14,0,1,1,0,14,207,135,1.53
2010,서재응,KIA,3.34,24,9,7,0,0,0.563,140,134,10,29,11,68,53,52,1.16,0,0,13,1,572,2131,0.256,29,2,9,0,1,1,0,23,9,0,1,1,0,17,182,139,1.31
2010,장원삼,삼성,3.46,29,13,5,0,0,0.722,151,139,13,44,5,115,62,58,1.21,0,0,12,0,631,2441,0.244,24,2,10,3,1,3,0,28,13,0,0,0,0,7,126,192,0.66
2010,봉중근,LG,3.58,28,10,9,0,0,0.526,178+1/3,166,13,69,14,130,74,71,1.32,0,0,18,0,752,2965,0.257,26,2,19,5,2,11,1,28,10,0,0,0,0,21,185,169,1.09
2010,사도스키,롯데,3.87,27,10,8,0,0,0.556,169+2/3,153,17,54,8,120,83,73,1.22,0,0,16,0,713,2741,0.241,26,1,13,4,0,11,1,26,9,1,0,0,0,11,229,136,1.68
2010,김선우,두산,4.02,28,13,6,0,0,0.684,154+2/3,163,12,50,8,128,77,69,1.38,1,0,16,0,662,2585,0.277,21,2,12,3,1,9,0,28,13,0,1,0,0,12,208,93,2.24
2010,양현종,KIA,4.25,30,16,8,0,0,0.667,169+1/3,169,9,98,6,145,84,80,1.58,1,1,14,0,748,3072,0.272,29,1,17,6,0,3,0,30,16,0,1,0,0,13,152,161,0.94
2010,송승준,롯데,4.39,27,14,6,0,0,0.7,168,156,20,60,9,113,90,82,1.29,1,0,14,0,709,2715,0.251,24,2,13,4,4,10,0,27,14,0,1,0,0,15,181,176,1.03
2010,장원준,롯데,4.43,26,12,6,0,0,0.667,144+1/3,158,24,48,8,113,77,71,1.43,3,2,12,0,623,2384,0.283,19,1,7,2,2,3,1,26,12,0,3,0,0,14,192,97,1.98
2010,로페즈,KIA,4.66,27,4,10,1,0,0.286,166,180,22,43,8,83,92,86,1.34,1,0,12,0,713,2600,0.282,35,3,18,5,2,2,1,26,4,0,2,1,0,10,204,177,1.15
2010,번사이드,넥센,5.34,29,10,10,0,0,0.5,140,150,16,82,18,98,91,83,1.66,0,0,8,0,655,2608,0.279,24,2,9,8,0,8,1,29,10,0,0,0,0,5,118,180,0.66
2010,유원상,한화,5.5,29,5,14,0,0,0.263,142+1/3,164,20,69,2,82,89,87,1.64,1,1,6,0,644,2466,0.296,36,0,14,5,1,10,0,27,5,0,1,0,0,10,139,174,0.8
2011,윤석민,KIA,2.45,27,17,5,1,0,0.773,172+1/3,137,10,44,6,178,53,47,1.05,3,3,18,0,679,2685,0.223,20,2,12,2,0,2,1,25,17,0,5,1,1,20,139,162,0.86
2011,니퍼트,두산,2.55,29,15,6,0,0,0.714,187,150,8,64,10,150,61,53,1.14,2,1,19,0,763,3118,0.225,26,1,18,3,0,10,0,29,15,0,2,0,0,12,162,209,0.78
2011,김선우,두산,3.13,28,16,7,1,0,0.696,175+2/3,188,12,35,6,89,68,61,1.27,2,1,18,0,732,2702,0.281,28,4,14,7,1,4,0,27,16,0,3,1,1,17,240,159,1.51
2011,장원준,롯데,3.14,29,15,6,0,0,0.714,180+2/3,195,7,62,9,129,72,63,1.42,0,0,17,0,774,2999,0.283,33,1,13,0,2,3,0,28,14,1,1,0,0,16,211,155,1.36
2011,윤성환,삼성,3.54,24,14,5,0,0,0.737,137+1/3,151,8,30,3,83,62,54,1.32,0,0,11,0,584,2196,0.282,24,3,12,3,0,4,0,23,13,1,0,0,0,8,130,175,0.74
2011,주키치,LG,3.6,32,10,8,1,0,0.556,187+2/3,174,9,53,1,150,86,75,1.21,1,1,14,0,773,2897,0.25,37,2,19,5,2,7,3,31,10,0,2,1,0,14,206,170,1.21
2011,차우찬,삼성,3.69,24,10,6,0,0,0.625,148+2/3,156,22,62,3,114,75,61,1.47,0,0,12,0,650,2481,0.273,21,1,11,2,0,2,2,24,10,0,0,0,0,11,141,163,0.87
2011,리즈,LG,3.88,30,11,13,0,0,0.458,164+2/3,149,11,84,15,122,79,71,1.41,1,0,16,0,719,2806,0.248,32,5,16,4,0,8,1,28,11,0,2,0,0,16,156,177,0.88
2011,사도스키,롯데,3.91,25,11,8,0,0,0.579,140+1/3,130,15,52,6,79,64,61,1.3,0,0,13,0,587,2214,0.255,22,1,15,5,1,11,0,25,11,0,0,0,0,16,189,116,1.63
2011,로페즈,KIA,3.98,26,11,9,1,0,0.55,153+2/3,153,14,26,9,106,71,68,1.16,1,0,13,0,631,2228,0.264,21,2,15,1,2,3,0,24,10,1,3,1,0,11,193,129,1.5
2011,송승준,롯데,4.18,30,13,10,0,0,0.565,172+1/3,181,17,59,7,126,84,80,1.39,0,0,18,0,730,2951,0.282,30,3,17,5,1,6,1,29,13,0,1,0,0,16,157,183,0.86
2011,박현준,LG,4.18,29,13,10,0,0,0.565,163+2/3,153,13,68,11,137,88,76,1.35,0,0,14,0,711,2680,0.25,22,5,18,2,1,4,1,27,12,1,1,0,0,17,167,157,1.06
2011,고원준,롯데,4.19,36,9,7,2,0,0.563,152+2/3,163,15,59,6,85,77,71,1.45,3,2,11,0,670,2423,0.281,28,2,18,7,1,10,0,22,8,1,9,1,1,12,165,174,0.95
2011,양훈,한화,4.28,27,6,10,0,0,0.375,143,145,15,60,5,110,75,68,1.43,1,1,11,0,625,2511,0.261,23,4,3,1,1,4,0,26,6,0,1,0,0,6,157,145,1.08
2011,나이트,넥센,4.7,30,7,15,0,0,0.318,172+1/3,169,12,98,12,115,98,90,1.55,0,0,14,0,768,3029,0.269,19,0,26,4,0,7,0,30,7,0,0,0,0,13,212,136,1.56
2011,안승민,한화,5.89,29,7,9,0,0,0.438,139,177,22,30,8,90,101,91,1.49,0,0,11,0,618,2244,0.313,27,1,8,7,0,2,1,28,7,0,0,0,0,12,168,137,1.23
2012,나이트,넥센,2.2,30,16,4,0,0,0.8,208+2/3,180,6,53,7,102,60,51,1.12,2,1,27,0,832,3013,0.24,35,1,16,6,1,2,0,30,16,0,2,0,0,19,311,163,1.91
2012,노경은,두산,2.53,42,12,6,0,7,0.667,146,106,6,69,8,133,46,41,1.2,2,2,15,2,608,2296,0.204,17,0,8,4,1,9,0,18,10,2,4,10,0,10,154,129,1.19
2012,유먼,롯데,2.55,29,13,7,0,1,0.65,179+2/3,156,10,56,1,142,58,51,1.18,2,1,18,0,726,2794,0.239,23,0,12,4,0,7,0,28,13,0,2,0,0,12,156,203,0.77
2012,서재응,KIA,2.59,29,9,8,0,0,0.529,160,143,7,51,7,97,51,46,1.21,2,2,16,0,663,2465,0.242,23,1,13,2,5,0,0,27,9,0,2,1,0,16,173,179,0.97
2012,류현진,한화,2.66,27,9,9,0,0,0.5,182+2/3,153,12,46,5,210,58,54,1.09,1,0,22,0,734,2843,0.232,18,1,22,2,6,3,1,27,9,0,1,0,0,9,161,137,1.18
2012,김진우,KIA,2.9,24,10,5,0,0,0.667,133+2/3,110,2,50,10,101,47,43,1.2,2,1,12,0,558,2137,0.228,20,0,10,5,0,5,1,22,10,0,3,0,0,11,181,96,1.89
2012,이용찬,두산,3.0,26,10,11,0,0,0.476,162,154,5,63,6,113,58,54,1.34,3,1,17,0,679,2610,0.259,36,4,12,4,1,7,0,26,10,0,3,0,0,14,175,156,1.12
2012,윤석민,KIA,3.12,28,9,8,0,0,0.529,153,120,9,33,8,137,60,53,1.0,3,2,15,0,619,2377,0.215,26,7,16,3,0,4,2,24,9,0,4,0,0,4,134,171,0.78
2012,니퍼트,두산,3.2,29,11,10,0,0,0.524,194,156,15,68,8,126,70,69,1.15,3,0,20,0,785,3027,0.226,25,3,15,3,0,3,0,28,11,0,3,0,0,18,186,226,0.82
2012,배영수,삼성,3.21,26,12,8,0,0,0.6,160,159,7,39,3,89,64,57,1.24,2,0,15,0,658,2390,0.264,28,3,5,9,1,5,0,25,12,0,2,0,0,13,176,187,0.94
2012,밴헤켄,넥센,3.28,28,11,8,0,0,0.579,170,166,16,60,3,132,68,62,1.33,0,0,16,0,716,2798,0.261,26,0,17,1,1,11,0,28,11,0,0,0,0,14,208,130,1.6
2012,송승준,롯데,3.31,28,7,11,0,0,0.389,163,158,12,57,8,117,73,60,1.32,0,0,15,0,687,2723,0.265,19,0,23,3,0,5,0,28,7,0,0,0,0,19,186,138,1.35
2012,윤희상,SK,3.36,28,10,9,0,0,0.526,163+1/3,164,10,49,6,100,66,61,1.3,0,0,16,0,693,2570,0.262,28,3,9,3,1,5,0,28,10,0,0,0,0,16,198,167,1.19
2012,주키치,LG,3.45,30,11,8,0,1,0.579,177+1/3,179,6,54,4,96,75,68,1.31,0,0,18,0,750,2677,0.268,20,10,19,4,0,9,1,29,11,0,0,0,0,14,240,157,1.53
2012,소사,KIA,3.54,23,9,8,0,0,0.529,147+1/3,137,9,39,8,104,62,58,1.19,4,1,17,0,614,2279,0.252,19,3,17,6,1,3,1,23,9,0,4,0,0,11,174,135,1.29
2012,장원삼,삼성,3.55,27,17,6,0,1,0.739,157,143,9,38,9,127,64,62,1.15,0,0,14,0,649,2511,0.242,19,4,5,5,1,2,0,25,16,1,0,1,0,9,136,191,0.71
2012,리즈,LG,3.69,32,5,12,5,0,0.294,151+1/3,138,6,68,9,144,68,62,1.36,1,0,14,0,656,2554,0.248,21,1,18,5,3,13,1,25,5,0,6,6,0,12,157,122,1.29
2012,앤서니,KIA,3.83,32,11,13,1,0,0.458,171+2/3,174,15,67,7,94,84,73,1.4,0,0,14,0,745,2940,0.265,30,4,10,5,2,5,1,27,10,1,1,1,0,18,231,162,1.43
2012,탈보트,삼성,3.97,25,14,3,0,0,0.824,138+1/3,136,8,54,5,68,63,61,1.37,0,0,12,0,584,2246,0.266,22,0,7,6,1,8,4,25,14,0,0,0,0,14,205,109,1.88
2012,김혁민,한화,4.06,32,8,9,0,1,0.471,146+1/3,137,9,45,9,102,69,66,1.24,1,0,12,0,612,2310,0.254,25,3,13,6,1,15,0,21,7,1,4,0,0,6,143,163,0.88
2012,사도스키,롯데,4.32,29,8,8,0,1,0.5,150,154,9,69,6,98,75,72,1.49,1,0,12,0,656,2618,0.27,16,0,6,5,0,16,0,28,8,0,1,0,0,8,213,110,1.94
2012,김선우,두산,4.52,28,6,9,0,0,0.4,163+1/3,182,13,41,8,63,91,82,1.37,1,0,14,0,691,2589,0.292,31,5,16,3,1,4,0,28,6,0,1,0,0,18,232,148,1.57
2013,찰리,NC,2.48,29,11,7,0,0,0.611,189,175,6,60,14,116,60,52,1.24,0,0,23,0,790,2988,0.255,28,0,21,10,1,6,0,29,11,0,0,0,0,21,223,181,1.23
2013,이재학,NC,2.88,27,10,5,1,0,0.667,156,123,12,59,14,144,53,50,1.17,2,1,17,0,646,2543,0.221,21,3,9,8,2,2,0,24,10,0,4,0,0,14,153,144,1.06
2013,세든,SK,2.98,30,14,6,0,0,0.7,187+1/3,169,14,73,11,160,65,62,1.29,1,0,19,0,780,3150,0.247,28,2,9,2,2,16,1,30,14,0,1,0,0,14,164,194,0.85
2013,리즈,LG,3.06,32,10,13,0,0,0.435,202+2/3,153,11,88,20,188,78,69,1.19,2,1,22,0,837,3214,0.215,23,3,9,7,1,8,0,32,10,0,2,0,0,22,199,180,1.11
2013,윤성환,삼성,3.27,27,13,8,0,0,0.619,170+2/3,167,16,37,4,122,69,62,1.2,1,1,17,0,702,2749,0.259,40,2,9,6,0,4,0,27,13,0,1,0,0,14,168,195,0.86
2013,옥스프링,롯데,3.29,30,13,7,0,0,0.65,183+1/3,164,10,69,11,144,79,67,1.27,1,1,22,0,774,3022,0.244,21,2,15,6,1,2,0,30,13,0,1,0,0,16,182,189,0.96
2013,유희관,두산,3.53,41,10,7,1,3,0.588,145+1/3,141,7,52,7,96,60,57,1.33,0,0,7,1,612,2410,0.262,28,3,10,4,1,2,2,18,8,2,6,5,0,15,143,163,0.88
2013,유먼,롯데,3.54,31,13,4,0,0,0.765,193+1/3,186,19,78,5,141,81,76,1.37,0,0,24,0,829,3124,0.258,27,2,22,3,0,3,0,31,13,0,0,0,0,9,194,203,0.96
2013,에릭,NC,3.63,27,4,11,0,0,0.267,178+1/3,163,12,50,17,127,83,72,1.19,3,0,16,0,744,2714,0.245,24,1,8,5,0,5,0,26,4,0,4,0,0,16,247,132,1.87
2013,밴헤켄,넥센,3.73,29,12,10,0,0,0.545,161+2/3,178,11,58,10,137,78,67,1.46,0,0,16,0,705,2795,0.287,30,3,11,5,0,11,1,29,12,0,0,0,0,18,195,116,1.68
2013,송승준,롯데,3.76,29,12,6,0,0,0.667,167+2/3,171,11,64,4,133,74,70,1.4,0,0,13,0,720,2917,0.267,32,3,9,3,0,4,0,29,12,0,0,0,0,13,172,167,1.03
2013,노경은,두산,3.84,30,10,10,0,0,0.5,180+1/3,171,16,75,6,153,88,77,1.36,0,0,18,0,765,3000,0.254,33,4,10,2,0,8,1,30,10,0,0,0,0,12,206,144,1.43
2013,윤희상,SK,3.87,25,8,6,0,0,0.571,151+1/3,147,17,44,7,120,72,65,1.26,1,0,15,1,642,2445,0.257,28,1,11,8,0,3,1,23,8,0,1,1,0,7,156,157,0.99
2013,우규민,LG,3.91,30,10,8,0,2,0.556,147+1/3,162,5,31,12,92,67,64,1.31,1,1,9,0,635,2324,0.279,25,6,6,5,2,2,0,25,10,0,1,1,0,10,186,146,1.27
2013,밴덴헐크,삼성,3.95,24,7,9,0,0,0.438,143+2/3,127,11,48,11,137,67,63,1.22,0,0,15,0,612,2414,0.238,21,3,16,4,2,3,0,24,7,0,0,0,0,7,130,143,0.91
2013,바티스타,한화,4.2,29,7,7,0,0,0.5,143+2/3,141,9,70,13,150,77,67,1.47,0,0,7,0,640,2558,0.259,20,5,9,3,1,8,1,24,7,0,1,0,0,8,135,122,1.11
2013,강윤구,넥센,4.36,41,6,6,0,7,0.5,130,112,6,75,8,131,69,63,1.44,0,0,4,0,568,2324,0.238,21,2,9,6,0,8,0,17,5,1,5,5,0,4,99,134,0.74
2013,장원삼,삼성,4.38,27,13,10,1,0,0.565,154,165,21,42,9,104,85,75,1.34,1,0,14,0,658,2484,0.277,17,3,9,3,2,6,1,26,13,0,2,0,0,10,139,190,0.73
2013,나이트,넥센,4.43,30,12,10,0,0,0.545,172+2/3,192,10,79,14,129,96,85,1.57,0,0,15,0,769,2997,0.291,29,3,11,5,1,2,0,30,12,0,0,0,0,23,229,115,1.99
2013,김광현,SK,4.47,25,10,9,0,0,0.526,133,128,12,68,4,102,72,66,1.47,0,0,9,1,580,2273,0.259,31,3,7,7,0,9,1,22,10,0,2,1,0,17,144,127,1.13
2013,배영수,삼성,4.71,27,14,4,0,0,0.778,151,193,9,38,14,101,83,79,1.53,0,0,13,0,671,2507,0.32,33,5,12,3,1,5,0,26,14,0,0,0,0,16,186,127,1.46
2013,레이예스,SK,4.84,30,8,13,0,0,0.381,173,157,15,91,7,135,99,93,1.43,2,1,15,0,751,2939,0.249,36,0,17,6,0,11,0,29,8,0,2,0,0,16,204,140,1.46
2013,김혁민,한화,5.4,42,5,10,0,11,0.333,146+2/3,142,25,60,12,96,93,88,1.38,0,0,7,0,635,2363,0.259,24,4,8,7,2,12,0,20,5,0,3,11,0,13,134,182,0.74
2013,소사,KIA,5.47,29,9,9,0,1,0.5,164+2/3,196,11,68,9,143,111,100,1.6,0,0,10,0,748,2941,0.298,28,9,8,5,3,10,1,28,9,0,0,0,0,13,157,167,0.94
2013,이브랜드,한화,5.54,32,6,14,0,0,0.3,172+1/3,190,7,65,10,129,110,106,1.48,2,0,12,0,758,2905,0.287,37,5,16,6,0,11,0,30,6,0,3,0,0,15,204,144,1.42
2014,밴덴헐크,삼성,3.18,25,13,4,0,0,0.765,152+2/3,125,15,45,5,180,54,54,1.11,1,0,16,0,622,2598,0.222,30,1,7,2,0,4,0,25,13,0,1,0,0,6,114,146,0.78
2014,김광현,SK,3.42,28,13,9,0,0,0.591,173+2/3,178,10,81,3,145,77,66,1.49,1,0,15,0,749,3009,0.274,36,4,12,3,1,9,1,28,13,0,1,0,0,21,184,146,1.26
2014,밴헤켄,넥센,3.51,31,20,6,0,0,0.769,187,193,9,53,3,178,81,73,1.32,0,0,18,0,788,3266,0.27,33,5,10,6,0,6,2,31,20,0,0,0,0,17,208,143,1.45
2014,찰리,NC,3.81,28,12,8,0,0,0.6,165+1/3,184,13,55,9,92,90,70,1.45,1,1,16,0,718,2747,0.291,31,0,16,5,0,5,2,28,12,0,1,0,0,25,226,136,1.66
2014,니퍼트,두산,3.81,30,14,7,0,1,0.667,179+1/3,186,17,48,6,158,83,76,1.3,1,0,16,0,760,3007,0.269,20,1,7,7,0,10,0,28,14,0,2,1,0,10,149,206,0.72
2014,리오단,LG,3.96,28,9,10,0,0,0.474,168,177,13,37,10,77,80,74,1.27,2,1,16,0,707,2691,0.274,32,5,9,5,1,8,0,28,9,0,2,0,0,19,191,206,0.93
2014,에릭,NC,4.01,30,8,8,0,0,0.5,172+2/3,169,14,62,14,112,86,77,1.34,1,0,16,0,749,2791,0.258,22,2,10,7,0,5,0,29,8,0,1,0,0,12,225,157,1.43
2014,우규민,LG,4.04,29,11,5,0,0,0.688,153+2/3,170,11,34,12,103,78,69,1.33,0,0,13,0,653,2472,0.284,18,5,4,4,1,2,0,28,11,0,1,0,0,13,189,141,1.34
2014,장원삼,삼성,4.11,24,11,5,0,0,0.688,129+1/3,149,16,37,5,63,70,59,1.44,0,0,11,0,562,2120,0.295,33,2,6,9,0,6,0,24,11,0,0,0,0,15,140,162,0.86
2014,옥스프링,롯데,4.2,32,10,8,0,0,0.556,184+1/3,184,20,63,5,130,93,86,1.34,0,0,16,0,781,3134,0.264,48,1,12,4,1,1,0,31,10,0,1,0,0,13,184,203,0.91
2014,이재학,NC,4.21,29,10,9,0,0,0.526,156,152,16,68,8,131,77,73,1.41,1,0,13,0,668,2595,0.264,28,2,12,4,0,2,0,28,10,0,1,0,0,21,144,153,0.94
2014,양현종,KIA,4.25,29,16,8,0,0,0.667,171+1/3,162,12,77,4,165,85,81,1.39,0,0,17,0,732,2878,0.253,30,6,7,3,1,5,0,29,16,0,0,0,0,16,165,152,1.09
2014,윤성환,삼성,4.39,28,12,7,0,0,0.632,170+1/3,196,18,37,8,133,87,83,1.37,1,1,13,0,728,2807,0.295,30,4,12,6,0,4,0,28,12,0,1,0,0,11,144,198,0.73
2014,유희관,두산,4.42,30,12,9,0,0,0.571,177+1/3,202,21,51,8,112,98,87,1.43,1,0,14,0,779,2992,0.286,41,6,11,3,0,5,0,30,12,0,1,0,0,17,190,205,0.93
2014,장원준,롯데,4.59,27,10,9,0,0,0.526,155,160,15,67,3,107,87,79,1.46,0,0,13,0,674,2622,0.273,27,6,13,4,1,9,0,27,10,0,0,0,0,17,196,128,1.53
2014,마틴,삼성,4.78,23,9,6,0,0,0.6,128,148,10,31,7,84,69,68,1.4,0,0,13,0,562,2118,0.288,36,0,10,1,1,2,2,22,9,0,0,1,0,9,149,133,1.12
2014,류제국,LG,5.12,27,9,7,0,0,0.563,147+2/3,146,13,58,13,128,100,84,1.38,0,0,10,0,661,2641,0.251,30,6,6,3,3,9,0,27,9,0,0,0,0,8,175,135,1.3
2014,이태양,한화,5.29,30,7,10,0,0,0.412,153,183,27,41,7,96,100,90,1.46,0,0,14,0,677,2646,0.298,31,6,7,7,2,10,1,26,7,0,0,0,0,10,143,200,0.72
2014,배영수,삼성,5.45,25,8,6,0,0,0.571,133+2/3,171,14,39,5,111,87,81,1.57,1,0,10,0,597,2319,0.314,39,7,4,4,1,4,1,24,8,0,1,0,0,14,156,111,1.41
2014,앨버스,한화,5.89,28,6,13,0,0,0.316,151+1/3,200,18,40,4,107,108,99,1.59,1,1,10,0,673,2579,0.326,35,7,7,8,0,9,0,28,6,0,1,0,0,8,162,153,1.06
2014,유먼,롯데,5.93,28,12,10,0,0,0.545,151+2/3,196,20,63,3,84,109,100,1.71,0,0,10,0,701,2599,0.322,22,6,20,6,0,3,0,28,12,0,0,0,0,15,166,169,0.98
2014,임준섭,KIA,6.06,29,5,11,0,0,0.313,130+2/3,157,15,67,6,54,95,88,1.71,1,1,3,0,588,2289,0.311,25,4,5,5,1,8,0,24,5,0,2,1,0,24,179,120,1.49
2014,채병용,SK,6.37,27,8,12,0,0,0.4,130,151,27,49,8,87,94,92,1.54,1,0,7,1,585,2376,0.291,32,2,4,5,0,2,0,24,8,0,1,1,0,8,128,158,0.81
2015,양현종,KIA,2.44,32,15,6,0,1,0.714,184+1/3,150,18,78,7,157,52,50,1.24,1,1,19,0,756,3041,0.232,27,2,19,6,0,6,0,31,15,0,1,1,0,20,159,186,0.85
