연도,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,GS,Wgs,Wgr,GF,SVO,TS,GDP,GO,AO,GO/AO
2015,해커,NC,3.13,31,19,5,0,0,0.792,204,174,14,36,25,164,81,71,1.03,1,0,25,0,833,3075,0.232,34,0,14,7,1,6,0,31,19,0,1,0,0,18,230,189,1.22
2015,피가로,삼성,3.38,25,13,7,0,0,0.65,165,154,16,51,7,117,66,62,1.24,1,0,18,0,688,2617,0.251,26,3,10,7,0,6,0,25,13,0,1,0,0,11,188,161,1.17
2015,우규민,LG,3.42,25,11,9,0,0,0.55,152+2/3,163,13,17,12,119,64,58,1.18,1,0,13,0,621,2256,0.282,26,5,10,4,0,2,0,25,11,0,1,0,0,23,177,123,1.44
2015,린드블럼,롯데,3.56,32,13,11,0,0,0.542,210,196,28,52,12,180,86,83,1.18,2,1,23,0,861,3329,0.25,32,3,10,3,0,12,0,32,13,0,2,0,0,15,220,191,1.15
2015,밴헤켄,넥센,3.62,32,15,8,0,0,0.652,196+2/3,190,14,67,1,193,92,79,1.31,0,0,16,0,825,3278,0.257,36,3,13,5,1,16,0,32,15,0,0,0,0,20,188,172,1.09
2015,김광현,SK,3.72,30,14,6,0,1,0.7,176+2/3,173,19,66,3,160,86,73,1.35,1,1,16,0,754,2896,0.257,33,0,11,2,2,10,0,29,14,0,1,1,0,18,216,125,1.73
2015,윤성환,삼성,3.76,30,17,8,0,0,0.68,194,199,27,30,10,164,86,81,1.18,3,1,17,0,809,3042,0.264,34,4,8,6,0,1,0,30,17,0,3,0,0,11,156,241,0.65
2015,레일리,롯데,3.91,31,11,9,0,0,0.55,179+1/3,182,20,57,15,134,93,78,1.33,1,0,19,0,768,2909,0.267,27,2,9,6,2,13,2,30,11,0,1,0,0,18,231,140,1.65
2015,유희관,두산,3.94,30,18,5,0,0,0.783,189+2/3,193,23,44,4,126,84,83,1.25,1,1,17,0,786,2965,0.269,33,5,14,6,0,4,1,30,18,0,1,0,0,17,208,197,1.06
2015,소사,LG,4.03,32,10,12,0,1,0.455,194+1/3,199,16,36,5,177,102,87,1.21,2,1,19,0,809,3138,0.266,39,7,15,6,0,6,1,30,10,0,3,0,0,14,188,189,0.99
2015,장원준,두산,4.08,30,12,12,0,0,0.5,169+2/3,182,13,68,14,128,86,77,1.47,1,0,17,0,748,2942,0.281,35,2,13,5,1,2,0,30,12,0,1,0,0,18,189,154,1.23
2015,켈리,SK,4.13,30,11,10,0,0,0.524,181,188,16,54,5,139,87,83,1.34,1,0,17,0,775,2878,0.27,28,1,15,4,1,9,2,29,10,1,1,0,0,19,225,149,1.51
2015,옥스프링,KT,4.48,31,12,10,0,0,0.545,185,200,23,66,10,142,104,92,1.44,3,0,15,0,806,3142,0.282,33,0,14,6,0,5,0,31,12,0,3,0,0,18,201,173,1.16
2015,피어밴드,넥센,4.67,30,13,11,0,0,0.542,177+1/3,202,23,61,12,137,101,92,1.48,0,0,18,0,774,2900,0.294,34,7,11,3,1,7,3,30,13,0,0,0,0,16,205,146,1.4
2015,탈보트,한화,4.72,30,10,11,0,0,0.476,156+1/3,153,11,85,13,120,93,82,1.52,1,0,15,0,695,2807,0.262,26,1,11,3,4,11,4,30,10,0,1,0,0,15,208,105,1.98
2015,차우찬,삼성,4.79,31,13,7,0,1,0.65,173,160,28,74,5,194,98,92,1.35,0,0,17,0,743,3069,0.245,36,1,7,4,1,9,1,29,12,1,1,1,0,13,138,165,0.84
2015,루카스,LG,4.93,33,10,11,0,1,0.476,171+2/3,175,11,108,14,151,103,94,1.65,0,0,12,1,785,3261,0.27,21,1,8,6,4,11,1,30,10,0,0,1,0,24,209,120,1.74
2015,스틴슨,KIA,4.96,32,11,10,0,0,0.524,167,190,15,64,14,93,100,92,1.52,0,0,12,0,756,2842,0.288,30,6,13,5,0,4,0,30,11,0,2,0,0,15,249,133,1.87
2015,클로이드,삼성,5.19,28,11,11,0,0,0.5,159+2/3,190,24,38,12,123,103,92,1.43,0,0,14,0,705,2705,0.297,36,0,11,4,0,3,1,28,11,0,0,0,0,12,192,139,1.38
2016,니퍼트,두산,2.95,28,22,3,0,0,0.88,167+2/3,151,15,57,9,142,61,55,1.24,1,1,19,0,701,2737,0.243,19,3,7,6,0,8,0,27,21,1,1,0,0,13,171,164,1.04
2016,장원준,두산,3.32,27,15,6,0,0,0.714,168,161,14,76,9,137,66,62,1.41,0,0,19,0,727,2914,0.255,23,6,7,4,0,8,0,27,15,0,0,0,0,22,196,141,1.39
2016,헥터,KIA,3.4,31,15,5,0,0,0.75,206+2/3,211,7,51,6,139,88,78,1.27,3,1,21,0,868,3334,0.268,34,3,13,12,0,7,0,31,15,0,3,0,0,14,225,223,1.01
2016,켈리,SK,3.68,31,9,8,0,0,0.529,200+1/3,205,15,60,7,152,91,82,1.32,0,0,20,0,846,3090,0.268,35,3,11,3,0,8,2,31,9,0,0,0,0,21,274,137,2.0
2016,양현종,KIA,3.68,31,10,12,0,0,0.455,200+1/3,191,19,77,2,146,96,82,1.34,3,0,22,0,850,3207,0.255,31,2,16,5,0,6,2,31,10,0,3,0,0,21,213,205,1.04
2016,보우덴,두산,3.8,30,18,7,0,0,0.72,180,159,17,54,6,160,83,76,1.18,1,1,17,0,742,3068,0.239,24,2,12,4,0,8,2,30,18,0,1,0,0,14,162,189,0.86
2016,신재영,넥센,3.9,30,15,7,0,0,0.682,168+2/3,192,19,21,11,99,76,73,1.26,0,0,11,0,718,2655,0.286,35,6,7,8,0,2,1,30,15,0,0,0,0,7,150,238,0.63
2016,류제국,LG,4.3,29,13,11,0,0,0.542,161+1/3,152,14,70,21,138,83,77,1.38,1,1,14,0,701,2743,0.255,25,0,5,8,0,13,0,29,13,0,1,0,0,16,180,135,1.33
2016,레일리,롯데,4.34,31,8,10,0,0,0.444,184+2/3,207,21,51,17,147,105,89,1.4,1,1,16,0,808,3052,0.286,36,4,8,7,1,5,2,31,8,0,1,0,0,19,218,160,1.36
2016,윤성환,삼성,4.35,28,11,10,0,0,0.524,180,202,25,41,13,85,95,87,1.35,1,0,16,0,767,2786,0.29,35,3,11,6,0,6,1,28,11,0,1,0,0,18,168,247,0.68
2016,유희관,두산,4.41,30,15,6,0,0,0.714,185+2/3,212,22,58,6,102,95,91,1.45,0,0,15,0,809,3052,0.294,39,3,12,11,0,5,0,29,15,0,0,0,0,19,188,231,0.81
2016,피어밴드,KT,4.45,31,7,13,0,0,0.35,182,231,23,48,10,144,97,90,1.53,0,0,16,0,803,3109,0.319,39,1,13,8,0,6,3,30,7,0,0,0,0,20,184,173,1.06
2016,스튜어트,NC,4.56,27,12,8,0,0,0.6,150,160,11,55,8,118,79,76,1.43,0,0,12,0,653,2489,0.277,20,0,7,5,1,4,0,27,12,0,0,0,0,13,185,120,1.54
2016,차우찬,삼성,4.73,24,12,6,0,0,0.667,152+1/3,168,16,65,8,120,87,80,1.53,1,0,16,0,671,2681,0.29,30,2,10,9,0,5,0,24,12,0,1,0,0,17,146,154,0.95
2016,소사,LG,5.16,33,10,9,0,0,0.526,199,258,12,38,9,107,121,114,1.49,0,0,17,0,870,3166,0.319,47,8,11,4,2,6,0,33,10,0,0,0,0,21,211,236,0.89
2016,지크,KIA,5.27,30,10,13,0,0,0.435,152,188,16,68,5,125,104,89,1.68,0,0,11,0,705,2819,0.306,30,1,9,9,0,5,1,29,10,0,1,0,0,16,155,155,1.0
2016,린드블럼,롯데,5.28,30,10,13,0,0,0.435,177+1/3,197,28,77,9,148,109,104,1.55,1,0,13,0,791,3106,0.283,36,6,6,4,0,7,0,30,10,0,1,0,0,11,186,168,1.11
2017,피어밴드,KT,3.04,26,8,10,0,0,0.444,160,153,20,31,7,132,67,54,1.15,1,1,20,0,657,2469,0.251,19,4,7,2,0,4,0,26,8,0,1,0,0,15,159,168,0.95
2017,장원준,두산,3.14,29,14,9,0,0,0.609,180+1/3,172,12,51,14,125,70,63,1.24,1,1,18,0,760,3006,0.253,26,2,11,5,2,3,0,29,14,0,1,0,0,19,235,152,1.55
2017,해커,NC,3.42,26,12,7,0,0,0.632,160+1/3,159,14,29,14,97,64,61,1.17,1,0,15,0,672,2424,0.259,19,2,14,2,1,6,2,26,12,0,1,0,0,17,191,168,1.14
2017,차우찬,LG,3.43,28,10,7,0,0,0.588,175+2/3,171,20,38,7,157,75,67,1.19,0,0,16,0,732,2879,0.252,33,4,4,5,0,10,0,28,10,0,0,0,0,11,154,201,0.77
2017,양현종,KIA,3.44,31,20,6,0,0,0.769,193+1/3,209,17,45,0,158,88,74,1.31,1,0,20,0,808,3085,0.278,32,2,7,3,0,14,0,31,20,0,1,0,0,22,190,199,0.95
2017,헥터,KIA,3.48,30,20,5,0,0,0.8,201+2/3,221,21,45,5,149,83,78,1.32,1,0,23,0,854,3161,0.279,36,4,4,6,1,7,0,30,20,0,1,0,0,17,225,204,1.1
2017,켈리,SK,3.6,30,16,7,0,0,0.696,190,204,16,45,11,189,85,76,1.31,0,0,20,0,815,3024,0.272,38,3,5,4,2,9,1,30,16,0,0,0,0,16,223,138,1.62
2017,박세웅,롯데,3.68,28,12,6,0,0,0.667,171+1/3,170,21,56,9,117,74,70,1.32,0,0,17,0,725,2812,0.263,25,1,8,5,2,7,0,28,12,0,0,0,0,17,213,152,1.4
2017,레일리,롯데,3.8,30,13,7,0,0,0.65,187+1/3,199,19,44,17,156,87,79,1.3,1,0,18,0,798,2951,0.274,39,2,5,5,0,3,1,30,13,0,1,0,0,19,211,166,1.27
2017,소사,LG,3.88,30,11,11,1,0,0.5,185+1/3,189,11,38,3,153,86,80,1.22,2,1,16,0,769,2863,0.264,36,9,6,6,0,3,0,29,11,0,3,1,1,17,172,208,0.83
2017,니퍼트,두산,4.06,30,14,8,0,0,0.636,179+2/3,175,20,77,10,161,88,81,1.4,0,0,20,0,782,3161,0.257,35,5,11,2,0,13,0,30,14,0,0,0,0,14,167,181,0.92
2017,박종훈,SK,4.1,29,12,7,0,1,0.632,151+1/3,145,16,61,25,107,74,69,1.36,0,0,7,0,664,2574,0.254,26,0,5,3,1,4,0,28,12,0,0,0,0,12,178,143,1.24
2017,팻딘,KIA,4.14,30,9,7,0,0,0.563,176,211,22,39,16,143,86,81,1.42,1,0,17,0,770,2929,0.304,39,3,15,5,1,3,0,29,9,0,1,0,0,21,173,173,1.0
2017,윤성환,삼성,4.28,28,12,9,0,0,0.571,174+1/3,181,22,37,15,130,86,83,1.25,1,0,15,0,731,2810,0.271,39,4,5,6,0,3,0,28,12,0,1,0,0,16,168,195,0.86
2017,브리검,넥센,4.38,24,10,6,0,0,0.625,144,166,17,26,13,98,77,70,1.33,0,0,14,0,619,2249,0.289,21,4,4,1,0,8,0,24,10,0,0,0,0,20,188,124,1.52
2017,최원태,넥센,4.46,25,11,7,0,0,0.611,149+1/3,161,19,34,12,126,76,74,1.31,0,0,12,0,637,2350,0.276,24,3,6,2,0,5,1,25,11,0,0,0,0,16,162,136,1.19
2017,유희관,두산,4.53,30,11,6,0,1,0.647,188+2/3,228,20,41,10,106,104,95,1.43,2,1,15,0,822,3010,0.304,37,3,13,7,1,5,1,29,11,0,2,1,0,20,198,226,0.88
2017,로치,KT,4.69,28,4,15,0,0,0.211,165,200,18,60,13,99,106,86,1.58,1,0,12,0,743,2693,0.304,33,3,7,5,0,10,1,28,4,0,1,0,0,22,238,125,1.9
2017,문승원,SK,5.33,29,6,12,0,0,0.333,155+1/3,181,25,54,11,86,98,92,1.51,1,0,12,0,695,2701,0.294,32,2,9,5,1,5,1,29,6,0,1,0,0,14,176,178,0.99
2018,린드블럼,두산,2.88,26,15,4,0,0,0.789,168+2/3,142,16,38,8,157,56,54,1.07,0,0,21,0,681,2605,0.226,33,2,5,2,0,10,0,26,15,0,0,0,0,3,122,209,0.58
2018,윌슨,LG,3.07,26,9,4,0,0,0.692,170,158,11,35,6,149,63,58,1.14,1,1,20,0,689,2632,0.247,23,3,6,3,1,10,1,26,9,0,1,0,0,16,219,116,1.89
2018,소사,LG,3.52,27,9,9,0,0,0.5,181+1/3,192,16,28,4,181,83,71,1.21,1,1,18,0,760,2751,0.267,44,1,2,6,1,6,0,27,9,0,1,0,0,14,158,195,0.81
2018,이용찬,두산,3.63,25,15,3,0,0,0.833,144,151,14,36,8,102,62,58,1.3,1,0,16,0,608,2237,0.274,24,1,5,7,2,6,0,24,15,0,2,0,0,16,143,163,0.88
2018,후랭코프,두산,3.74,28,18,3,0,0,0.857,149+1/3,118,12,55,22,134,64,62,1.16,0,0,17,0,621,2624,0.22,17,1,5,3,1,15,0,28,18,0,0,0,0,18,179,108,1.66
2018,브리검,넥센,3.84,31,11,7,0,1,0.611,199,188,19,50,19,175,89,85,1.2,2,1,19,0,829,3089,0.249,28,3,5,1,0,4,0,30,11,0,2,0,0,25,247,145,1.7
2018,켈리,SK,4.09,28,12,7,0,0,0.632,158+1/3,152,18,47,13,161,78,72,1.26,0,0,13,0,674,2497,0.25,28,3,2,4,1,5,2,28,12,0,0,0,0,9,156,143,1.09
2018,양현종,KIA,4.15,29,13,11,0,0,0.542,184+1/3,199,21,43,2,152,88,85,1.31,3,0,17,0,772,2883,0.278,33,0,9,3,1,5,0,29,13,0,3,0,0,19,163,204,0.8
2018,박종훈,SK,4.18,30,14,8,0,0,0.636,159+1/3,158,16,54,20,133,81,74,1.33,0,0,10,0,702,2701,0.254,31,3,3,4,0,3,0,30,14,0,0,0,0,13,172,162,1.06
2018,니퍼트,KT,4.25,29,8,8,0,0,0.5,175+2/3,209,26,39,9,165,88,83,1.41,0,0,20,0,765,2965,0.296,33,4,6,5,2,9,0,28,8,0,0,0,0,15,185,152,1.22
2018,피어밴드,KT,4.3,27,8,8,0,0,0.5,163+1/3,186,24,38,6,141,90,78,1.37,1,0,16,0,707,2723,0.286,27,1,10,3,0,5,0,26,7,1,1,0,0,12,140,186,0.75
2018,문승원,SK,4.6,31,8,9,1,1,0.471,150+2/3,180,24,37,4,122,86,77,1.44,0,0,9,0,656,2509,0.296,33,2,5,2,0,4,0,27,8,0,3,2,0,16,141,167,0.84
2018,헥터,KIA,4.6,29,11,10,0,0,0.524,174,209,25,36,4,137,102,89,1.41,1,0,18,0,753,2871,0.298,31,0,7,5,2,4,1,29,11,0,1,1,0,14,165,195,0.85
2018,샘슨,한화,4.68,30,13,8,0,0,0.619,161+2/3,144,17,79,5,195,91,84,1.38,0,0,15,0,703,3047,0.234,26,1,1,3,0,18,2,29,13,0,0,0,0,8,136,143,0.95
2018,레일리,롯데,4.74,30,11,13,0,0,0.458,178+1/3,180,24,54,18,178,106,94,1.31,0,0,15,0,775,3048,0.263,34,4,7,11,1,4,2,30,11,0,0,0,0,14,214,124,1.73
2018,이재학,NC,4.79,29,5,13,0,0,0.278,152+1/3,157,13,49,10,116,87,81,1.35,1,0,10,0,658,2740,0.266,27,2,4,4,2,6,0,29,5,0,1,0,0,9,174,148,1.18
2018,한현희,넥센,4.79,30,11,7,0,0,0.611,169,208,22,49,20,105,98,90,1.52,0,0,12,0,756,2790,0.307,42,3,5,5,0,6,0,28,10,1,0,0,0,24,207,162,1.28
2018,산체스,SK,4.89,29,8,8,0,1,0.5,145+1/3,161,26,39,7,124,90,79,1.38,0,0,14,1,632,2467,0.277,21,3,4,0,1,12,0,26,8,0,0,1,0,9,163,134,1.22
2018,아델만,삼성,5.05,31,8,12,0,0,0.4,171,202,20,54,11,137,101,96,1.5,0,0,15,0,758,3070,0.296,39,1,5,6,0,7,1,31,8,0,0,0,0,15,170,179,0.95
2018,베렛,NC,5.28,29,6,10,0,0,0.375,155,178,24,59,9,144,94,91,1.53,0,0,11,0,698,2682,0.289,31,2,5,9,0,10,1,29,6,0,0,0,0,13,156,147,1.06
2018,보니야,삼성,5.3,29,7,10,0,0,0.412,168,193,23,63,12,151,111,99,1.52,0,0,15,0,752,2931,0.29,40,2,8,3,1,9,1,29,7,0,0,0,0,22,220,105,2.1
2018,금민철,KT,5.41,29,8,12,0,0,0.4,156+1/3,212,19,68,7,79,104,94,1.79,0,0,11,0,720,2695,0.335,30,1,9,4,1,10,0,29,8,0,0,0,0,32,198,147,1.35
2018,임찬규,LG,5.77,29,11,11,1,0,0.5,146+2/3,195,23,47,13,125,104,94,1.65,0,0,9,0,680,2640,0.321,32,1,7,6,1,6,0,27,11,0,1,0,0,9,152,141,1.08
2018,차우찬,LG,6.09,29,12,10,0,0,0.545,170,177,27,79,10,136,119,115,1.51,1,0,13,0,762,2956,0.269,36,4,4,10,2,10,0,29,12,0,1,0,0,11,148,208,0.71
2018,김원중,롯데,6.94,30,8,7,0,0,0.533,145+1/3,173,28,77,11,137,115,112,1.72,0,0,5,0,681,2717,0.295,37,2,4,3,1,7,0,30,8,0,0,0,0,6,106,173,0.61
2019,양현종,KIA,2.29,29,16,8,0,0,0.667,184+2/3,165,6,33,2,163,56,47,1.07,2,2,22,0,731,2699,0.241,32,1,3,9,0,1,0,29,16,0,2,0,0,14,164,201,0.82
2019,린드블럼,두산,2.5,30,20,3,0,0,0.87,194+2/3,165,13,29,6,189,57,54,1.0,0,0,22,0,773,2982,0.226,22,3,1,7,0,7,0,30,20,0,0,0,0,9,156,227,0.69
2019,김광현,SK,2.51,31,17,6,0,0,0.739,190+1/3,198,13,38,2,180,64,53,1.24,0,0,24,0,786,2908,0.27,17,0,6,6,1,8,0,30,17,0,1,0,0,22,205,157,1.31
2019,켈리,LG,2.55,29,14,12,0,0,0.538,180+1/3,164,7,41,16,126,70,51,1.14,0,0,24,0,747,2758,0.243,33,3,5,11,0,12,0,29,14,0,0,0,0,14,206,189,1.09
2019,산체스,SK,2.62,28,17,5,0,0,0.773,165,151,2,42,2,148,51,48,1.17,0,0,17,0,671,2538,0.244,18,2,2,7,0,11,2,28,17,0,0,0,0,13,182,144,1.26
2019,윌슨,LG,2.92,30,14,7,0,0,0.667,185,171,7,44,10,137,77,60,1.16,1,0,22,0,763,2746,0.245,27,2,8,2,1,6,0,30,14,0,1,0,0,21,261,132,1.98
2019,브리검,키움,2.96,28,13,5,0,0,0.722,158+1/3,148,5,46,12,130,62,52,1.23,0,0,15,0,669,2521,0.245,32,2,4,4,0,7,1,28,13,0,0,0,0,12,182,147,1.24
2019,루친스키,NC,3.05,30,9,9,0,0,0.5,177+1/3,164,13,45,11,119,68,60,1.18,2,0,17,0,731,2700,0.247,20,1,5,5,0,7,0,30,9,0,2,0,0,22,219,168,1.3
2019,요키시,키움,3.13,30,13,9,0,0,0.591,181+1/3,166,9,39,11,141,72,63,1.13,1,1,19,0,746,2762,0.241,33,5,4,3,0,6,0,30,13,0,1,0,0,15,245,140,1.75
2019,유희관,두산,3.25,28,11,8,0,0,0.579,166+1/3,171,8,42,3,64,67,60,1.28,2,0,17,0,692,2584,0.27,37,2,6,7,3,2,0,27,11,0,2,0,0,19,183,223,0.82
2019,최원태,키움,3.38,27,11,5,0,0,0.688,157+1/3,165,5,36,5,105,68,59,1.28,0,0,18,0,666,2447,0.268,28,2,5,4,0,5,0,27,11,0,0,0,0,16,193,157,1.23
2019,채드벨,한화,3.5,29,11,10,0,0,0.524,177+1/3,169,14,63,10,134,73,69,1.31,0,0,15,0,749,2843,0.256,33,2,11,4,0,8,1,29,11,0,0,0,0,18,185,177,1.05
2019,서폴드,한화,3.51,31,12,11,0,0,0.522,192+1/3,191,8,54,8,135,84,75,1.27,0,0,20,0,810,3142,0.259,28,4,5,5,1,8,0,31,12,0,0,0,0,17,221,196,1.13
2019,쿠에바스,KT,3.62,30,13,10,0,0,0.565,184,153,18,63,12,135,80,74,1.17,0,0,18,0,760,2896,0.227,21,6,7,5,0,4,0,30,13,0,0,0,0,17,172,218,0.79
2019,이영하,두산,3.64,29,17,4,0,0,0.81,163+1/3,148,5,61,10,90,70,66,1.28,1,0,17,0,692,2646,0.242,28,5,3,7,1,4,2,27,15,2,3,0,0,13,182,198,0.92
2019,문승원,SK,3.88,26,11,7,0,2,0.611,144,130,23,33,3,99,63,62,1.13,0,0,12,0,586,2185,0.239,13,5,2,4,1,0,0,23,11,0,0,2,0,9,143,176,0.81
2019,박종훈,SK,3.88,28,8,11,0,0,0.421,144,157,12,59,13,100,72,62,1.5,0,0,10,0,643,2528,0.28,29,0,6,5,0,1,0,28,8,0,0,0,0,14,165,143,1.15
2019,레일리,롯데,3.88,30,5,14,0,0,0.263,181,191,10,65,8,140,88,78,1.41,0,0,19,0,791,2933,0.269,32,4,7,1,1,10,1,30,5,0,0,0,0,20,232,148,1.57
2019,알칸타라,KT,4.01,27,11,11,0,0,0.5,172+2/3,189,15,27,8,100,80,77,1.25,1,0,18,0,724,2574,0.278,39,3,8,1,0,2,2,27,11,0,1,0,0,8,185,207,0.89
2019,이용찬,두산,4.07,26,7,10,0,0,0.412,148+1/3,168,15,45,6,102,75,67,1.44,0,0,14,0,651,2350,0.285,28,2,5,6,3,3,0,26,7,0,0,0,0,17,171,154,1.11
2019,차우찬,LG,4.12,29,13,8,0,0,0.619,168+1/3,181,16,59,5,124,87,77,1.43,0,0,13,0,730,2796,0.276,30,1,3,8,0,13,0,28,13,0,0,0,0,13,142,216,0.66
2019,백정현,삼성,4.24,28,8,10,0,0,0.444,157,158,17,56,6,82,85,74,1.36,1,1,12,0,677,2543,0.26,29,4,2,6,0,4,0,27,8,0,1,0,0,11,181,192,0.94
2019,다익손,롯데,4.34,29,6,10,0,0,0.375,149+1/3,164,15,40,6,117,81,72,1.37,0,0,7,0,649,2569,0.278,23,3,4,9,1,4,1,28,5,1,1,0,0,6,116,202,0.57
2019,윌랜드,KIA,4.75,28,8,10,0,0,0.444,165,191,17,59,5,137,95,87,1.52,0,0,14,0,726,2764,0.295,41,1,7,7,1,4,0,28,8,0,0,0,0,15,164,163,1.01
2019,윤성환,삼성,4.77,27,8,13,0,0,0.381,145+1/3,168,14,50,7,65,87,77,1.5,1,1,10,0,643,2340,0.296,34,3,9,9,0,3,0,27,8,0,1,0,0,15,133,211,0.63
2019,김민,KT,4.96,27,6,12,0,0,0.333,150+2/3,175,16,65,4,91,88,83,1.59,0,0,10,0,674,2329,0.292,26,4,5,1,0,4,2,26,6,0,0,0,0,16,205,129,1.59
2019,터너,KIA,5.46,28,7,13,0,0,0.35,153+1/3,179,12,58,17,121,107,93,1.55,1,0,11,0,714,2692,0.284,34,3,2,6,0,14,0,28,7,0,1,0,0,11,190,147,1.29
2020,요키시,키움,2.14,27,12,7,0,0,0.632,159+2/3,144,6,25,6,115,53,38,1.06,0,0,20,0,640,2417,0.237,26,3,2,0,0,3,1,27,12,0,0,0,0,16,219,129,1.7
2020,스트레일리,롯데,2.5,31,15,4,0,0,0.789,194+2/3,148,10,51,7,205,61,54,1.02,0,0,21,0,777,3157,0.209,27,2,6,4,0,4,0,31,15,0,0,0,0,8,153,207,0.74
2020,브룩스,KIA,2.5,23,11,4,0,0,0.733,151+1/3,131,4,24,3,130,43,42,1.02,1,1,16,0,586,2218,0.238,18,0,5,3,0,3,1,23,11,0,1,0,0,20,217,76,2.86
2020,알칸타라,두산,2.54,31,20,2,0,0,0.909,198+2/3,174,12,30,9,182,58,56,1.03,1,0,27,0,795,3144,0.232,38,3,2,4,0,3,1,31,20,0,1,0,0,10,186,212,0.88
2020,루친스키,NC,3.05,30,19,5,0,0,0.792,183,173,14,57,11,167,67,62,1.26,0,0,20,0,770,3001,0.25,12,3,10,1,0,11,0,30,19,0,0,0,0,14,183,169,1.08
2020,켈리,LG,3.32,28,15,7,0,0,0.682,173+1/3,160,16,40,11,134,67,64,1.15,1,1,20,0,705,2621,0.247,29,1,3,4,0,4,0,28,15,0,1,0,0,21,190,167,1.14
2020,뷰캐넌,삼성,3.45,27,15,7,0,0,0.682,174+2/3,172,16,50,7,121,71,67,1.27,1,0,18,0,728,2819,0.261,19,2,8,4,0,2,0,27,15,0,1,0,0,35,211,159,1.33
2020,최채흥,삼성,3.58,26,11,6,0,0,0.647,146,131,12,51,7,123,67,58,1.25,1,1,12,0,617,2516,0.237,27,1,2,4,0,3,3,26,11,0,1,0,0,9,131,172,0.76
2020,문승원,SK,3.65,25,6,8,0,0,0.429,145+2/3,136,13,45,6,117,64,59,1.24,1,0,13,0,610,2338,0.248,29,0,5,5,0,2,0,25,6,0,1,0,0,10,134,167,0.8
2020,임찬규,LG,4.08,27,10,9,0,0,0.526,147+2/3,143,14,65,5,138,76,67,1.41,0,0,10,0,641,2601,0.253,29,2,2,4,0,4,0,26,9,1,0,0,0,11,140,148,0.95
2020,쿠에바스,KT,4.1,27,10,8,0,0,0.556,158,152,16,46,9,110,80,72,1.25,0,0,14,0,668,2518,0.253,26,1,5,8,0,4,0,27,10,0,0,0,0,16,176,170,1.04
2020,데스파이네,KT,4.33,35,15,8,0,0,0.652,207+2/3,233,18,68,8,152,105,100,1.45,0,0,18,0,906,3525,0.286,36,1,6,8,1,18,0,34,15,0,0,0,0,25,269,170,1.58
2020,가뇽,KIA,4.34,28,11,8,0,0,0.579,159+2/3,162,7,64,9,141,86,77,1.42,0,0,13,0,702,2809,0.264,33,8,6,10,0,13,0,28,11,0,0,0,0,14,162,158,1.03
2020,윌슨,LG,4.42,25,10,8,0,0,0.556,144+2/3,161,13,39,8,109,81,71,1.38,0,0,14,0,628,2330,0.282,23,2,5,6,0,3,1,25,10,0,0,0,0,13,172,134,1.28
2020,라이트,NC,4.68,29,11,9,0,0,0.55,157+2/3,164,12,63,10,125,87,82,1.44,0,0,13,0,696,2789,0.266,27,2,5,1,0,5,2,29,11,0,0,0,0,13,138,191,0.72
2020,양현종,KIA,4.7,31,11,10,0,0,0.524,172+1/3,180,13,64,5,149,99,90,1.42,0,0,15,0,746,2950,0.271,40,4,9,3,0,7,0,31,11,0,0,0,0,15,157,182,0.86
2020,박세웅,롯데,4.7,28,8,10,0,0,0.444,147+1/3,177,20,47,8,108,85,77,1.52,0,0,8,0,658,2528,0.298,27,2,3,7,0,13,0,28,8,0,0,0,0,14,168,147,1.14
2020,박종훈,SK,4.81,29,13,11,0,0,0.542,157+1/3,146,14,78,22,134,90,84,1.42,0,0,10,0,691,2861,0.249,21,3,2,2,1,5,0,28,12,1,0,0,0,19,160,149,1.07
2020,서폴드,한화,4.91,28,10,13,0,0,0.435,165,203,19,42,13,97,107,90,1.48,1,1,13,0,734,2742,0.304,30,3,5,6,0,10,0,28,10,0,1,0,0,19,211,163,1.29
2020,핀토,SK,6.17,30,6,15,0,0,0.286,162,198,19,90,11,112,121,111,1.78,0,0,12,0,766,2949,0.301,35,1,2,5,3,11,2,30,6,0,0,0,0,18,215,138,1.56
